text,label
"I have chest pain, fatigue, cough, rash, weight gain, sore throat.",Diabetes
"I have rash, back pain, joint pain, sweating, runny nose, abdominal pain, vomiting.",Food Poisoning
"I have dizziness, headache, anxiety, weight loss, fever, back pain, joint pain.",Parkinson'S
"I have anxiety, appetite loss, weight loss.",Common Cold
"I have dizziness, insomnia, rash, chest pain, sweating.",Influenza
"I have anxiety, rash, diarrhea, runny nose, weight gain, fever.",Arthritis
"I have blurred vision, diarrhea, back pain, tremors, sneezing, shortness of breath, sore throat.",Common Cold
"I have shortness of breath, rash, cough, weight loss, appetite loss, depression.",Chronic Kidney Disease
"I have fatigue, blurred vision, diarrhea, chest pain, muscle pain.",Anxiety
"I have cough, muscle pain, fatigue, tremors, weight loss.",Epilepsy
"I have fever, joint pain, vomiting, depression.",Ulcer
"I have dizziness, nausea, fever.",Epilepsy
"I have appetite loss, joint pain, cough.",Migraine
"I have appetite loss, tremors, muscle pain.",Obesity
"I have joint pain, chest pain, nausea, muscle pain, runny nose, diarrhea.",Anemia
"I have back pain, tremors, rash, sneezing, joint pain, muscle pain, sweating.",Common Cold
"I have tremors, joint pain, fatigue, shortness of breath, muscle pain.",Anemia
"I have chest pain, sweating, joint pain, shortness of breath.",Arthritis
"I have abdominal pain, joint pain, sweating, sore throat, dizziness.",Stroke
"I have swelling, shortness of breath, fatigue, joint pain, sore throat.",Influenza
"I have tremors, shortness of breath, dizziness, rash.",Dermatitis
"I have tremors, anxiety, rash, fatigue.",Migraine
"I have rash, muscle pain, depression.",Ibs
"I have weight loss, fever, weight gain, anxiety, sweating.",Common Cold
"I have rash, nausea, muscle pain, fever, diarrhea.",Chronic Kidney Disease
"I have weight loss, blurred vision, fever, tremors, headache, joint pain.",Liver Disease
"I have tremors, joint pain, back pain, sneezing.",Allergy
"I have depression, fatigue, nausea, back pain, runny nose, swelling, muscle pain.",Covid-19
"I have shortness of breath, fatigue, nausea, muscle pain, depression, cough.",Obesity
"I have insomnia, fever, abdominal pain, blurred vision, rash, muscle pain, chest pain.",Food Poisoning
"I have insomnia, shortness of breath, tremors, blurred vision, abdominal pain, depression, runny nose.",Obesity
"I have depression, tremors, appetite loss, weight loss, muscle pain, diarrhea.",Ibs
"I have fever, abdominal pain, weight loss, anxiety, sweating, sneezing, chest pain.",Sinusitis
"I have weight loss, insomnia, muscle pain.",Stroke
"I have muscle pain, abdominal pain, sneezing.",Sinusitis
"I have runny nose, weight loss, muscle pain, tremors.",Anemia
"I have diarrhea, blurred vision, anxiety, appetite loss, insomnia.",Bronchitis
"I have weight loss, fever, fatigue, nausea, sweating, back pain.",Parkinson'S
"I have tremors, runny nose, weight gain, weight loss.",Covid-19
"I have shortness of breath, appetite loss, tremors.",Covid-19
"I have sore throat, weight loss, nausea, dizziness, appetite loss.",Chronic Kidney Disease
"I have dizziness, blurred vision, swelling, abdominal pain, appetite loss, vomiting.",Chronic Kidney Disease
"I have nausea, weight loss, blurred vision, tremors, depression, fatigue.",Stroke
"I have shortness of breath, swelling, tremors, fever, nausea, muscle pain.",Chronic Kidney Disease
"I have chest pain, headache, insomnia, fever, nausea, vomiting, shortness of breath.",Food Poisoning
"I have vomiting, dizziness, chest pain, appetite loss.",Ulcer
"I have cough, depression, joint pain, weight gain, swelling, back pain, shortness of breath.",Epilepsy
"I have weight loss, swelling, tremors, dizziness, sore throat.",Hypertension
"I have depression, swelling, insomnia.",Liver Disease
"I have weight loss, fever, runny nose, dizziness, swelling, anxiety.",Allergy
"I have tremors, swelling, rash, runny nose, fatigue, shortness of breath.",Diabetes
"I have muscle pain, appetite loss, blurred vision.",Dementia
"I have nausea, diarrhea, chest pain, insomnia.",Liver Disease
"I have depression, weight gain, sneezing, joint pain, chest pain.",Pneumonia
"I have tremors, shortness of breath, sore throat, insomnia.",Food Poisoning
"I have back pain, blurred vision, joint pain, muscle pain, sweating.",Tuberculosis
"I have back pain, blurred vision, fever.",Bronchitis
"I have swelling, back pain, anxiety, muscle pain, chest pain, fatigue, insomnia.",Heart Disease
"I have cough, abdominal pain, nausea, back pain, fatigue, vomiting, rash.",Anemia
"I have headache, swelling, sneezing, depression, vomiting, insomnia, fatigue.",Bronchitis
"I have shortness of breath, diarrhea, weight loss, headache.",Chronic Kidney Disease
"I have rash, swelling, back pain.",Chronic Kidney Disease
"I have cough, sweating, dizziness, swelling, depression.",Anemia
"I have headache, sore throat, fatigue, diarrhea.",Tuberculosis
"I have tremors, dizziness, appetite loss, fatigue, fever.",Influenza
"I have shortness of breath, vomiting, muscle pain, depression, sore throat, cough, anxiety.",Tuberculosis
"I have abdominal pain, nausea, fatigue.",Liver Disease
"I have nausea, joint pain, tremors, anxiety, appetite loss.",Ulcer
"I have sore throat, dizziness, fever, anxiety, weight gain, runny nose.",Dermatitis
"I have fatigue, sweating, anxiety, dizziness.",Tuberculosis
"I have weight gain, fatigue, rash, headache.",Tuberculosis
"I have shortness of breath, nausea, weight gain.",Influenza
"I have dizziness, shortness of breath, fatigue, runny nose, sore throat, cough, fever.",Arthritis
"I have muscle pain, vomiting, swelling, tremors, runny nose, nausea.",Asthma
"I have blurred vision, diarrhea, runny nose, anxiety.",Allergy
"I have shortness of breath, abdominal pain, swelling, appetite loss, sweating, weight gain, chest pain.",Food Poisoning
"I have fatigue, blurred vision, sore throat, anxiety, vomiting, dizziness.",Asthma
"I have insomnia, anxiety, nausea, dizziness, weight gain, abdominal pain, joint pain.",Migraine
"I have blurred vision, rash, shortness of breath, depression, headache, sore throat.",Thyroid Disorder
"I have joint pain, sweating, anxiety, headache.",Stroke
"I have sneezing, sweating, weight gain.",Anxiety
"I have weight gain, muscle pain, back pain, shortness of breath, dizziness.",Bronchitis
"I have swelling, blurred vision, weight gain, sneezing.",Food Poisoning
"I have anxiety, dizziness, vomiting, cough, sore throat, headache, swelling.",Common Cold
"I have tremors, appetite loss, runny nose, joint pain.",Chronic Kidney Disease
"I have weight loss, sweating, nausea, insomnia.",Common Cold
"I have tremors, shortness of breath, diarrhea, sweating, fever.",Hypertension
"I have tremors, diarrhea, fatigue, back pain, rash, nausea, sweating.",Parkinson'S
"I have swelling, dizziness, nausea, sore throat.",Gastritis
"I have vomiting, abdominal pain, depression, appetite loss, insomnia, runny nose, swelling.",Dementia
"I have tremors, cough, muscle pain, anxiety.",Covid-19
"I have rash, depression, swelling, weight loss, anxiety.",Allergy
"I have cough, runny nose, headache.",Ibs
"I have insomnia, sore throat, fever.",Parkinson'S
"I have headache, sweating, runny nose, anxiety.",Anemia
"I have fatigue, cough, swelling, blurred vision, muscle pain.",Allergy
"I have headache, muscle pain, anxiety, appetite loss, nausea, sneezing.",Stroke
"I have insomnia, fatigue, joint pain, weight gain.",Allergy
"I have sore throat, back pain, diarrhea, chest pain, runny nose, tremors.",Stroke
"I have anxiety, joint pain, vomiting, back pain.",Arthritis
"I have anxiety, rash, fever, fatigue.",Dementia
"I have insomnia, sneezing, tremors, chest pain, appetite loss, joint pain, vomiting.",Pneumonia
"I have weight gain, fever, appetite loss, cough, headache.",Chronic Kidney Disease
"I have sore throat, muscle pain, headache, fatigue.",Arthritis
"I have runny nose, weight loss, joint pain, dizziness, swelling.",Hypertension
"I have cough, rash, chest pain, vomiting, anxiety.",Dermatitis
"I have tremors, vomiting, insomnia.",Depression
"I have weight loss, depression, weight gain, vomiting, nausea.",Hypertension
"I have runny nose, anxiety, headache, joint pain, blurred vision, insomnia, weight gain.",Epilepsy
"I have back pain, cough, blurred vision, tremors, chest pain.",Bronchitis
"I have blurred vision, weight loss, sneezing, headache, nausea.",Anxiety
"I have shortness of breath, joint pain, sneezing, headache, insomnia, weight gain, nausea.",Thyroid Disorder
"I have shortness of breath, rash, depression, weight loss.",Food Poisoning
"I have tremors, back pain, runny nose, weight loss, depression, headache, sore throat.",Obesity
"I have anxiety, muscle pain, depression, appetite loss, insomnia, tremors, rash.",Anemia
"I have joint pain, fever, insomnia, back pain, headache, tremors.",Allergy
"I have sweating, fever, depression, appetite loss, swelling, blurred vision.",Chronic Kidney Disease
"I have rash, vomiting, anxiety, shortness of breath, appetite loss.",Parkinson'S
"I have insomnia, sweating, headache, swelling, diarrhea, vomiting, runny nose.",Ulcer
"I have appetite loss, abdominal pain, sneezing, rash.",Allergy
"I have sore throat, headache, rash, dizziness, blurred vision, cough.",Allergy
"I have muscle pain, sore throat, cough, vomiting, depression, headache.",Dermatitis
"I have headache, back pain, depression.",Hypertension
"I have abdominal pain, rash, fever, tremors.",Dementia
"I have headache, shortness of breath, vomiting, chest pain, diarrhea, dizziness, abdominal pain.",Anemia
"I have vomiting, sweating, nausea, shortness of breath, blurred vision.",Anxiety
"I have runny nose, chest pain, tremors, sweating, headache.",Diabetes
"I have joint pain, appetite loss, abdominal pain, weight loss.",Thyroid Disorder
"I have depression, appetite loss, sore throat.",Sinusitis
"I have insomnia, shortness of breath, appetite loss, headache, tremors, cough, weight gain.",Thyroid Disorder
"I have diarrhea, tremors, sneezing, depression, fatigue, shortness of breath.",Gastritis
"I have headache, sweating, dizziness, muscle pain, abdominal pain, runny nose, fever.",Gastritis
"I have sneezing, weight loss, sore throat, appetite loss.",Liver Disease
"I have joint pain, runny nose, depression, sneezing.",Parkinson'S
"I have dizziness, runny nose, fever, joint pain, abdominal pain, cough, shortness of breath.",Hypertension
"I have insomnia, headache, sore throat, tremors, sweating, rash, sneezing.",Chronic Kidney Disease
"I have vomiting, depression, swelling, blurred vision, headache, weight loss.",Chronic Kidney Disease
"I have back pain, sneezing, tremors, abdominal pain, depression.",Gastritis
"I have weight loss, runny nose, depression, insomnia, vomiting.",Arthritis
"I have diarrhea, chest pain, fatigue, back pain.",Ibs
"I have appetite loss, fever, anxiety.",Parkinson'S
"I have blurred vision, cough, swelling, dizziness.",Gastritis
"I have tremors, abdominal pain, weight loss, sore throat, sneezing, vomiting.",Anemia
"I have joint pain, sore throat, anxiety, fatigue, insomnia.",Diabetes
"I have tremors, shortness of breath, abdominal pain, depression, anxiety, insomnia, blurred vision.",Migraine
"I have sweating, abdominal pain, nausea, fever.",Gastritis
"I have insomnia, cough, appetite loss, sneezing, blurred vision, dizziness, muscle pain.",Dementia
"I have headache, sweating, muscle pain, diarrhea, cough.",Chronic Kidney Disease
"I have sweating, swelling, back pain, runny nose, nausea, shortness of breath, depression.",Dementia
"I have chest pain, back pain, weight loss.",Parkinson'S
"I have diarrhea, nausea, rash, headache.",Anxiety
"I have dizziness, sore throat, back pain, diarrhea.",Food Poisoning
"I have depression, weight gain, swelling, back pain, shortness of breath.",Ulcer
"I have shortness of breath, headache, back pain, vomiting, weight loss.",Covid-19
"I have insomnia, fever, back pain, shortness of breath, vomiting, tremors.",Asthma
"I have shortness of breath, appetite loss, headache, rash.",Arthritis
"I have muscle pain, insomnia, runny nose, joint pain, nausea, headache, sneezing.",Thyroid Disorder
"I have shortness of breath, vomiting, cough, fever, anxiety.",Thyroid Disorder
"I have shortness of breath, cough, runny nose, diarrhea, chest pain, swelling, sore throat.",Allergy
"I have swelling, rash, weight gain, runny nose, insomnia, diarrhea, muscle pain.",Dermatitis
"I have dizziness, sneezing, back pain, sore throat, vomiting.",Asthma
"I have headache, blurred vision, cough, appetite loss, tremors, anxiety.",Anxiety
"I have tremors, sweating, weight loss, cough, nausea.",Common Cold
"I have chest pain, blurred vision, vomiting.",Hypertension
"I have insomnia, anxiety, swelling, weight gain, headache, cough.",Epilepsy
"I have blurred vision, sore throat, diarrhea, back pain, swelling, anxiety, shortness of breath.",Allergy
"I have weight gain, depression, shortness of breath, swelling, sore throat, anxiety.",Liver Disease
"I have anxiety, fatigue, weight loss, runny nose, joint pain, headache.",Parkinson'S
"I have dizziness, depression, fever, runny nose.",Tuberculosis
"I have runny nose, tremors, weight loss.",Dementia
"I have sneezing, back pain, sore throat, rash, sweating.",Gastritis
"I have anxiety, tremors, back pain, weight gain, cough, insomnia.",Dementia
"I have insomnia, depression, muscle pain, abdominal pain.",Parkinson'S
"I have fatigue, fever, joint pain.",Epilepsy
"I have chest pain, swelling, rash, fever, runny nose.",Heart Disease
"I have abdominal pain, sweating, weight loss, sneezing.",Arthritis
"I have rash, appetite loss, fever.",Heart Disease
"I have back pain, nausea, rash.",Chronic Kidney Disease
"I have back pain, insomnia, sweating, sore throat, rash.",Asthma
"I have rash, fever, runny nose, sweating.",Diabetes
"I have dizziness, abdominal pain, anxiety, appetite loss.",Dermatitis
